,recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
216,3,2) $100 - $200,166.0,0,1,Urban,0,Web,0,0,0.0,0
218,8,3) $200 - $350,336.76,0,1,Surburban,0,Phone,0,0,0.0,1
220,4,4) $350 - $500,356.73,0,1,Surburban,0,Web,0,0,0.0,0
221,4,1) $0 - $100,52.12,1,0,Urban,0,Phone,0,0,0.0,1
222,7,4) $350 - $500,406.7,0,1,Surburban,1,Phone,0,0,0.0,1
223,6,3) $200 - $350,277.81,1,0,Surburban,1,Multichannel,0,0,0.0,0
224,1,2) $100 - $200,181.98,0,1,Urban,1,Web,0,0,0.0,1
226,5,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,0
229,5,1) $0 - $100,29.99,0,1,Surburban,0,Web,1,0,0.0,0
230,6,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,1
232,8,2) $100 - $200,130.31,1,0,Surburban,1,Phone,0,0,0.0,0
233,3,1) $0 - $100,65.26,1,0,Urban,0,Web,1,0,0.0,1
236,2,2) $100 - $200,115.56,0,1,Surburban,1,Web,0,0,0.0,0
237,8,2) $100 - $200,104.94,0,1,Urban,0,Phone,0,0,0.0,0
238,7,1) $0 - $100,69.44,1,0,Rural,0,Web,1,0,0.0,1
241,2,3) $200 - $350,224.89,1,1,Urban,0,Multichannel,0,0,0.0,0
243,5,4) $350 - $500,354.03,1,0,Urban,0,Web,0,0,0.0,1
244,10,2) $100 - $200,151.43,1,0,Urban,0,Web,0,0,0.0,0
245,11,2) $100 - $200,120.14,1,0,Urban,0,Web,0,0,0.0,1
247,5,3) $200 - $350,290.86,1,0,Urban,1,Web,0,0,0.0,0
249,11,1) $0 - $100,81.06,1,0,Urban,0,Web,0,0,0.0,1
250,10,1) $0 - $100,55.11,1,0,Urban,1,Web,0,0,0.0,1
251,1,5) $500 - $750,513.83,0,1,Surburban,1,Multichannel,0,0,0.0,1
252,4,"6) $750 - $1,000",770.38,0,1,Rural,1,Multichannel,0,0,0.0,0
253,1,1) $0 - $100,33.5,1,0,Surburban,0,Web,0,0,0.0,1
254,2,1) $0 - $100,56.25,1,0,Surburban,1,Phone,0,0,0.0,1
255,2,"7) $1,000 +",1093.92,1,1,Surburban,1,Web,0,0,0.0,0
256,1,"6) $750 - $1,000",752.8,1,1,Urban,1,Phone,0,0,0.0,0
257,2,2) $100 - $200,199.95,1,0,Surburban,1,Phone,0,0,0.0,0
258,9,3) $200 - $350,239.91,0,1,Rural,0,Phone,0,0,0.0,0
259,8,1) $0 - $100,43.16,0,1,Urban,1,Phone,0,0,0.0,0
260,2,4) $350 - $500,418.81,0,1,Surburban,0,Multichannel,0,0,0.0,0
263,3,1) $0 - $100,67.4,1,0,Surburban,0,Web,0,0,0.0,1
265,10,1) $0 - $100,54.25,0,1,Surburban,0,Web,0,0,0.0,1
269,7,3) $200 - $350,329.26,0,1,Urban,0,Web,0,0,0.0,1
270,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0,0.0,1
272,5,1) $0 - $100,39.52,1,0,Surburban,1,Phone,0,0,0.0,1
273,1,3) $200 - $350,307.58,1,0,Surburban,0,Multichannel,0,0,0.0,0
274,6,1) $0 - $100,92.32,0,1,Urban,0,Phone,0,0,0.0,1
278,10,4) $350 - $500,375.9,0,1,Urban,0,Web,0,0,0.0,1
279,9,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
280,9,3) $200 - $350,220.51,1,0,Urban,0,Multichannel,0,0,0.0,1
282,6,1) $0 - $100,78.69,0,1,Surburban,0,Phone,0,0,0.0,1
284,3,4) $350 - $500,376.14,1,0,Surburban,0,Phone,0,0,0.0,0
285,1,2) $100 - $200,179.63,1,0,Surburban,0,Phone,1,0,0.0,1
287,8,1) $0 - $100,59.76,0,1,Urban,1,Web,0,0,0.0,1
291,4,3) $200 - $350,320.17,0,1,Urban,1,Phone,0,0,0.0,1
292,1,2) $100 - $200,103.07,1,0,Surburban,0,Web,0,0,0.0,1
293,10,1) $0 - $100,35.84,1,0,Urban,1,Phone,0,0,0.0,0
295,2,1) $0 - $100,90.91,1,0,Surburban,0,Web,0,0,0.0,1
296,5,3) $200 - $350,215.03,0,1,Urban,1,Web,0,0,0.0,0
297,1,"6) $750 - $1,000",856.4,0,1,Urban,1,Web,0,0,0.0,0
298,10,2) $100 - $200,139.83,1,0,Urban,1,Phone,0,0,0.0,1
299,10,3) $200 - $350,245.09,1,0,Urban,0,Multichannel,0,0,0.0,0
300,6,2) $100 - $200,127.2,0,1,Surburban,0,Phone,0,0,0.0,0
301,1,4) $350 - $500,470.65,1,0,Urban,0,Phone,0,0,0.0,1
302,1,1) $0 - $100,59.13,1,0,Urban,1,Web,0,0,0.0,1
303,3,3) $200 - $350,327.1,1,0,Surburban,1,Web,0,0,0.0,0
304,1,4) $350 - $500,399.72,1,1,Surburban,0,Phone,1,0,0.0,1
305,3,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
306,6,4) $350 - $500,398.03,1,1,Surburban,0,Phone,0,0,0.0,0
307,4,2) $100 - $200,134.24,0,1,Urban,0,Web,1,0,0.0,1
308,10,3) $200 - $350,290.55,0,1,Surburban,0,Web,0,0,0.0,1
309,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
310,4,1) $0 - $100,87.69,1,0,Surburban,0,Web,0,0,0.0,1
312,12,4) $350 - $500,465.37,0,1,Rural,1,Multichannel,0,0,0.0,0
315,1,2) $100 - $200,188.89,0,1,Surburban,1,Web,0,0,0.0,0
316,4,1) $0 - $100,49.8,1,0,Urban,1,Web,0,0,0.0,1
318,3,3) $200 - $350,229.42,0,1,Rural,0,Multichannel,0,0,0.0,0
319,1,3) $200 - $350,253.18,0,1,Surburban,0,Multichannel,0,0,0.0,1
320,2,2) $100 - $200,156.4,0,1,Surburban,0,Web,0,0,0.0,1
322,4,5) $500 - $750,557.47,1,0,Urban,1,Web,0,0,0.0,0
325,11,2) $100 - $200,140.07,0,1,Urban,1,Web,0,0,0.0,1
326,10,2) $100 - $200,168.04,1,0,Urban,0,Web,0,0,0.0,0
328,4,2) $100 - $200,164.7,1,0,Surburban,0,Phone,0,0,0.0,0
329,2,1) $0 - $100,57.53,1,0,Urban,1,Phone,0,0,0.0,0
331,3,2) $100 - $200,188.19,1,0,Urban,0,Phone,1,0,0.0,1
332,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,1,1,149.28,0
333,1,1) $0 - $100,35.23,1,0,Urban,1,Phone,0,0,0.0,1
335,4,5) $500 - $750,550.59,1,0,Surburban,1,Web,0,0,0.0,0
336,6,3) $200 - $350,232.94,1,0,Surburban,1,Multichannel,0,0,0.0,1
340,10,3) $200 - $350,205.88,1,0,Urban,0,Phone,0,0,0.0,0
341,1,"7) $1,000 +",1281.48,1,0,Urban,1,Phone,0,0,0.0,1
342,3,1) $0 - $100,29.99,1,0,Urban,0,Web,1,0,0.0,0
343,3,5) $500 - $750,542.16,1,0,Urban,1,Phone,1,0,0.0,1
345,6,5) $500 - $750,507.25,0,1,Urban,1,Phone,0,0,0.0,1
346,10,1) $0 - $100,29.99,1,0,Rural,0,Web,0,0,0.0,1
348,7,1) $0 - $100,60.02,1,0,Surburban,1,Phone,0,0,0.0,1
349,1,1) $0 - $100,68.5,0,1,Urban,0,Phone,0,0,0.0,0
350,11,1) $0 - $100,37.45,0,1,Urban,0,Phone,0,0,0.0,0
353,4,1) $0 - $100,70.39,0,1,Surburban,1,Web,0,0,0.0,0
354,6,1) $0 - $100,98.8,0,1,Rural,1,Phone,1,0,0.0,1
356,5,5) $500 - $750,556.5,0,1,Rural,1,Web,0,0,0.0,1
358,6,2) $100 - $200,136.26,0,1,Rural,1,Web,0,0,0.0,0
360,9,2) $100 - $200,172.14,0,1,Urban,0,Phone,0,0,0.0,1
361,2,3) $200 - $350,203.52,1,1,Urban,1,Multichannel,1,0,0.0,0
363,10,3) $200 - $350,320.11,0,1,Rural,0,Web,0,0,0.0,0
365,8,3) $200 - $350,267.25,0,1,Surburban,0,Phone,0,0,0.0,1
368,9,5) $500 - $750,744.22,1,0,Rural,1,Web,0,0,0.0,0
369,3,1) $0 - $100,99.25,1,0,Surburban,1,Phone,0,0,0.0,0
370,5,1) $0 - $100,62.49,1,0,Rural,0,Web,0,0,0.0,0
371,4,1) $0 - $100,72.66,0,1,Surburban,1,Phone,0,0,0.0,1
372,10,3) $200 - $350,333.65,0,1,Surburban,0,Web,0,0,0.0,0
373,7,3) $200 - $350,340.18,0,1,Urban,0,Phone,0,0,0.0,0
375,10,1) $0 - $100,62.63,0,1,Surburban,1,Phone,0,0,0.0,1
377,5,3) $200 - $350,283.55,1,0,Urban,1,Phone,0,0,0.0,0
379,9,1) $0 - $100,54.34,1,0,Surburban,0,Phone,1,0,0.0,1
380,5,3) $200 - $350,247.82,1,0,Urban,0,Phone,0,0,0.0,1
381,11,2) $100 - $200,178.56,1,0,Urban,0,Phone,0,0,0.0,1
382,2,1) $0 - $100,86.38,1,0,Urban,1,Web,0,0,0.0,1
383,7,3) $200 - $350,233.4,1,1,Urban,0,Multichannel,0,0,0.0,0
385,1,"7) $1,000 +",1524.15,1,0,Rural,1,Web,0,0,0.0,0
388,10,1) $0 - $100,57.71,0,1,Surburban,0,Web,0,0,0.0,1
389,4,4) $350 - $500,410.86,0,1,Urban,0,Web,0,0,0.0,0
390,6,1) $0 - $100,40.24,1,0,Surburban,1,Phone,0,0,0.0,1
391,9,5) $500 - $750,535.17,0,1,Surburban,1,Web,0,0,0.0,1
392,3,5) $500 - $750,584.63,1,1,Surburban,1,Web,0,0,0.0,0
393,1,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,1
395,5,2) $100 - $200,119.47,1,0,Surburban,0,Phone,0,0,0.0,0
396,7,1) $0 - $100,68.86,0,1,Surburban,0,Phone,0,0,0.0,0
397,3,1) $0 - $100,68.81,0,1,Urban,0,Phone,0,0,0.0,1
398,9,2) $100 - $200,165.62,0,1,Urban,0,Web,0,0,0.0,0
399,1,5) $500 - $750,686.08,1,1,Urban,1,Web,0,0,0.0,0
402,7,2) $100 - $200,145.89,0,1,Urban,0,Phone,0,0,0.0,0
404,5,"6) $750 - $1,000",964.59,0,1,Surburban,1,Phone,0,0,0.0,0
406,7,5) $500 - $750,578.35,0,1,Surburban,1,Web,1,0,0.0,1
407,7,1) $0 - $100,93.33,1,0,Urban,0,Web,0,0,0.0,0
412,5,1) $0 - $100,42.3,0,1,Urban,0,Phone,0,0,0.0,0
413,4,4) $350 - $500,474.94,0,1,Urban,1,Web,0,0,0.0,1
414,7,3) $200 - $350,291.88,1,0,Urban,0,Multichannel,0,0,0.0,0
417,6,1) $0 - $100,32.17,1,0,Urban,1,Phone,0,0,0.0,1
420,1,3) $200 - $350,200.26,1,0,Surburban,0,Multichannel,0,0,0.0,0
421,8,"7) $1,000 +",1137.96,0,1,Surburban,1,Phone,0,0,0.0,1
423,9,1) $0 - $100,51.53,1,0,Surburban,1,Phone,0,0,0.0,0
424,3,2) $100 - $200,177.36,0,1,Surburban,1,Web,0,0,0.0,1
425,9,1) $0 - $100,34.75,1,0,Urban,1,Web,0,0,0.0,0
426,8,4) $350 - $500,402.84,1,0,Surburban,0,Phone,0,0,0.0,0
427,1,3) $200 - $350,276.21,1,0,Surburban,0,Phone,0,0,0.0,0
428,1,"6) $750 - $1,000",960.02,1,1,Rural,1,Web,1,0,0.0,0
429,1,2) $100 - $200,100.92,0,1,Urban,1,Web,0,0,0.0,0
432,7,3) $200 - $350,348.44,0,1,Surburban,1,Web,0,0,0.0,1
433,11,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,1
434,3,3) $200 - $350,216.08,0,1,Urban,0,Phone,0,0,0.0,0
436,9,2) $100 - $200,129.46,1,0,Urban,1,Phone,0,0,0.0,1
439,4,3) $200 - $350,218.92,0,1,Surburban,0,Web,1,0,0.0,1
440,3,2) $100 - $200,109.34,0,1,Surburban,0,Phone,0,0,0.0,1
441,2,1) $0 - $100,32.18,1,0,Surburban,1,Web,0,0,0.0,1
442,7,3) $200 - $350,287.73,1,1,Urban,0,Web,1,0,0.0,0
443,4,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,0
444,12,1) $0 - $100,98.17,0,1,Surburban,1,Web,0,0,0.0,0
446,5,5) $500 - $750,728.99,1,0,Urban,1,Web,0,0,0.0,1
447,9,4) $350 - $500,483.16,1,1,Urban,0,Phone,1,0,0.0,1
448,4,1) $0 - $100,93.36,1,0,Surburban,1,Phone,0,0,0.0,0
449,2,5) $500 - $750,542.34,0,1,Urban,1,Phone,0,0,0.0,0
450,9,1) $0 - $100,44.68,1,0,Urban,0,Phone,0,0,0.0,0
454,2,2) $100 - $200,188.03,1,0,Urban,1,Phone,0,0,0.0,0
456,1,2) $100 - $200,132.46,1,0,Urban,0,Phone,0,0,0.0,0
457,8,2) $100 - $200,167.05,0,1,Urban,0,Phone,0,0,0.0,0
458,3,2) $100 - $200,179.31,0,1,Urban,0,Web,0,0,0.0,0
460,1,3) $200 - $350,290.03,1,1,Urban,0,Web,1,0,0.0,0
461,1,1) $0 - $100,89.59,0,1,Surburban,1,Web,0,0,0.0,1
463,2,"6) $750 - $1,000",851.45,1,1,Rural,1,Web,1,0,0.0,0
464,1,3) $200 - $350,248.43,1,0,Surburban,1,Phone,0,0,0.0,0
465,3,2) $100 - $200,141.2,0,1,Surburban,1,Phone,0,0,0.0,0
467,7,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
468,6,2) $100 - $200,113.6,1,0,Surburban,1,Phone,0,0,0.0,0
470,9,3) $200 - $350,302.52,1,0,Urban,0,Phone,0,0,0.0,1
471,3,1) $0 - $100,73.99,0,1,Surburban,0,Phone,0,0,0.0,0
472,1,1) $0 - $100,79.5,0,1,Surburban,0,Web,0,0,0.0,0
473,12,2) $100 - $200,103.6,1,0,Rural,0,Phone,0,0,0.0,0
474,1,2) $100 - $200,137.29,0,1,Urban,0,Phone,0,0,0.0,0
476,6,2) $100 - $200,114.74,1,0,Urban,0,Web,1,0,0.0,0
479,5,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,1
480,1,4) $350 - $500,386.11,1,1,Urban,0,Multichannel,0,0,0.0,1
481,8,1) $0 - $100,45.78,1,0,Surburban,0,Phone,0,0,0.0,0
482,6,4) $350 - $500,358.77,0,1,Surburban,0,Web,0,0,0.0,0
483,5,2) $100 - $200,141.74,1,0,Surburban,0,Web,0,0,0.0,0
484,9,3) $200 - $350,205.33,1,0,Surburban,1,Multichannel,0,0,0.0,1
485,1,5) $500 - $750,629.85,1,0,Urban,1,Web,1,0,0.0,1
488,9,4) $350 - $500,383.77,0,1,Surburban,1,Phone,1,0,0.0,1
489,6,1) $0 - $100,64.33,1,0,Rural,0,Web,1,0,0.0,0
491,12,1) $0 - $100,63.28,1,0,Urban,1,Phone,0,0,0.0,1
492,6,2) $100 - $200,108.83,1,0,Urban,0,Phone,0,0,0.0,1
493,4,2) $100 - $200,121.87,1,0,Rural,0,Web,0,0,0.0,0
494,10,4) $350 - $500,489.29,0,1,Surburban,0,Phone,0,0,0.0,1
495,2,2) $100 - $200,199.97,0,1,Surburban,0,Phone,0,0,0.0,1
496,4,5) $500 - $750,614.83,1,0,Urban,1,Multichannel,0,0,0.0,0
498,9,2) $100 - $200,199.38,0,1,Urban,1,Phone,0,0,0.0,1
499,4,3) $200 - $350,224.04,1,0,Urban,0,Web,0,0,0.0,0
501,3,1) $0 - $100,66.47,1,0,Rural,1,Web,0,0,0.0,1
502,9,1) $0 - $100,33.63,0,1,Rural,0,Phone,0,0,0.0,0
505,2,2) $100 - $200,109.81,1,0,Urban,1,Web,1,0,0.0,0
507,10,2) $100 - $200,161.43,0,1,Surburban,1,Web,1,0,0.0,0
508,12,1) $0 - $100,90.15,1,0,Surburban,0,Web,0,0,0.0,1
510,1,5) $500 - $750,681.12,1,0,Rural,1,Phone,0,0,0.0,1
511,9,2) $100 - $200,198.54,0,1,Urban,0,Phone,0,0,0.0,0
512,11,3) $200 - $350,301.0,1,1,Surburban,1,Web,0,0,0.0,0
