,recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
408,9,1,157.76,1,0,2,0,1,0,0,0.0,1
409,2,5,762.0,1,0,1,1,2,0,0,0.0,1
410,5,0,29.99,1,0,1,0,1,0,0,0.0,1
411,2,2,235.19,1,0,2,1,0,0,0,0.0,1
412,5,0,42.3,0,1,2,0,1,0,0,0.0,0
414,7,2,291.88,1,0,2,0,0,0,0,0.0,0
415,3,0,80.51,1,0,1,1,2,0,0,0.0,1
416,2,2,224.69,1,1,2,0,2,0,0,0.0,1
418,4,4,553.42,1,0,0,1,2,1,0,0.0,1
419,1,2,219.3,0,1,1,0,1,0,0,0.0,1
420,1,2,200.26,1,0,1,0,0,0,0,0.0,0
422,8,0,29.99,0,1,2,1,1,0,0,0.0,1
423,9,0,51.53,1,0,1,1,1,0,0,0.0,0
425,9,0,34.75,1,0,2,1,2,0,0,0.0,0
426,8,3,402.84,1,0,1,0,1,0,0,0.0,0
427,1,2,276.21,1,0,1,0,1,0,0,0.0,0
428,1,5,960.02,1,1,0,1,2,1,0,0.0,0
429,1,1,100.92,0,1,2,1,2,0,0,0.0,0
430,7,5,770.87,1,1,2,1,1,0,0,0.0,1
431,7,0,63.95,1,0,2,1,1,0,0,0.0,1
434,3,2,216.08,0,1,2,0,1,0,0,0.0,0
435,3,2,211.88,1,1,1,0,2,0,0,0.0,1
437,11,1,189.23,1,0,1,0,2,0,0,0.0,1
438,10,1,149.31,0,1,0,1,1,0,0,0.0,1
442,7,2,287.73,1,1,2,0,2,1,0,0.0,0
443,4,0,29.99,0,1,2,1,1,0,0,0.0,0
444,12,0,98.17,0,1,1,1,2,0,0,0.0,0
445,3,2,297.33,0,1,2,0,1,0,0,0.0,1
448,4,0,93.36,1,0,1,1,1,0,0,0.0,0
449,2,4,542.34,0,1,2,1,1,0,0,0.0,0
450,9,0,44.68,1,0,2,0,1,0,0,0.0,0
451,6,2,265.61,0,1,1,1,0,1,1,42.66,1
452,4,1,184.47,1,0,0,0,1,0,0,0.0,1
453,8,0,69.67,1,0,0,1,2,0,0,0.0,1
454,2,1,188.03,1,0,2,1,1,0,0,0.0,0
455,1,6,1873.15,0,1,2,1,1,0,0,0.0,1
456,1,1,132.46,1,0,2,0,1,0,0,0.0,0
457,8,1,167.05,0,1,2,0,1,0,0,0.0,0
458,3,1,179.31,0,1,2,0,2,0,0,0.0,0
459,1,1,101.99,0,1,1,0,2,1,1,29.99,1
460,1,2,290.03,1,1,2,0,2,1,0,0.0,0
462,4,0,29.99,0,1,1,1,2,0,0,0.0,1
463,2,5,851.45,1,1,0,1,2,1,0,0.0,0
464,1,2,248.43,1,0,1,1,1,0,0,0.0,0
465,3,1,141.2,0,1,1,1,1,0,0,0.0,0
466,9,0,69.9,1,0,1,1,2,0,0,0.0,1
467,7,0,29.99,1,0,2,0,2,0,0,0.0,0
468,6,1,113.6,1,0,1,1,1,0,0,0.0,0
469,10,0,29.99,0,1,2,0,2,0,0,0.0,1
471,3,0,73.99,0,1,1,0,1,0,0,0.0,0
472,1,0,79.5,0,1,1,0,2,0,0,0.0,0
473,12,1,103.6,1,0,0,0,1,0,0,0.0,0
474,1,1,137.29,0,1,2,0,1,0,0,0.0,0
475,8,0,34.8,0,1,1,1,1,0,0,0.0,1
476,6,1,114.74,1,0,2,0,2,1,0,0.0,0
477,8,2,244.94,1,0,1,0,1,0,0,0.0,1
478,1,3,452.72,0,1,0,0,2,0,0,0.0,1
481,8,0,45.78,1,0,1,0,1,0,0,0.0,0
482,6,3,358.77,0,1,1,0,2,0,0,0.0,0
483,5,1,141.74,1,0,1,0,2,0,0,0.0,0
486,9,0,64.09,1,0,1,0,1,0,0,0.0,1
487,4,1,162.56,0,1,2,1,1,0,0,0.0,1
489,6,0,64.33,1,0,0,0,2,1,0,0.0,0
490,11,1,143.65,0,1,2,1,1,0,0,0.0,1
493,4,1,121.87,1,0,0,0,2,0,0,0.0,0
496,4,4,614.83,1,0,2,1,0,0,0,0.0,0
497,5,1,103.44,0,1,0,1,2,1,0,0.0,1
499,4,2,224.04,1,0,2,0,2,0,0,0.0,0
500,3,0,80.65,0,1,1,1,2,1,0,0.0,1
502,9,0,33.63,0,1,0,0,1,0,0,0.0,0
503,6,4,528.03,1,1,2,1,0,0,0,0.0,1
504,10,0,29.99,1,0,1,0,2,0,0,0.0,1
505,2,1,109.81,1,0,2,1,2,1,0,0.0,0
506,10,4,507.15,0,1,0,1,2,0,0,0.0,1
507,10,1,161.43,0,1,1,1,2,1,0,0.0,0
509,1,4,567.13,0,1,0,1,1,0,0,0.0,1
511,9,1,198.54,0,1,2,0,1,0,0,0.0,0
512,11,2,301.0,1,1,1,1,2,0,0,0.0,0
514,10,1,131.95,0,1,1,0,1,1,0,0.0,0
515,6,1,179.51,0,1,2,0,1,0,0,0.0,1
516,10,3,375.34,1,0,0,0,2,0,0,0.0,0
517,8,0,29.99,1,0,1,0,1,0,0,0.0,1
518,1,2,286.31,1,1,1,0,2,0,0,0.0,0
519,7,4,600.13,1,1,2,1,1,0,0,0.0,0
520,6,1,107.42,0,1,2,1,2,0,0,0.0,0
521,1,6,1515.82,1,1,1,1,0,1,1,499.0,1
522,2,1,102.99,0,1,1,0,1,0,0,0.0,0
523,10,2,317.16,1,0,2,0,2,0,0,0.0,1
524,7,2,297.6,1,0,1,0,2,0,0,0.0,0
525,10,4,599.06,0,1,2,1,2,0,0,0.0,1
526,10,0,29.99,1,0,2,0,2,0,0,0.0,1
527,1,5,783.8,1,1,1,1,2,0,0,0.0,0
529,8,1,155.75,0,1,2,1,1,0,0,0.0,0
530,11,0,29.99,1,0,1,1,1,0,0,0.0,1
531,5,0,47.98,0,1,2,0,2,0,0,0.0,1
533,11,4,504.86,1,0,0,1,0,0,0,0.0,1
534,1,5,904.58,0,1,1,1,1,1,0,0.0,1
535,11,2,312.41,1,0,2,1,2,0,0,0.0,1
536,9,3,404.03,1,1,2,0,0,0,0,0.0,0
537,7,2,251.05,1,0,1,0,0,1,0,0.0,1
538,1,0,30.01,0,1,2,1,2,0,0,0.0,1
539,1,1,155.65,1,0,2,0,2,0,0,0.0,0
541,12,0,49.27,1,0,2,1,1,0,0,0.0,1
544,1,3,357.56,0,1,1,0,1,0,0,0.0,0
549,1,4,615.04,1,1,1,1,1,0,0,0.0,0
551,9,0,40.16,1,0,2,1,1,0,0,0.0,1
552,4,1,127.51,1,0,2,1,2,0,0,0.0,0
553,8,0,60.9,0,1,0,1,1,0,0,0.0,0
554,1,2,234.17,1,0,0,1,1,0,0,0.0,0
556,11,1,112.61,0,1,2,0,2,0,0,0.0,0
557,5,1,168.1,1,0,1,0,2,0,0,0.0,0
558,1,4,745.63,1,1,2,1,0,0,0,0.0,1
559,6,0,29.99,0,1,1,0,2,0,0,0.0,1
560,5,0,37.79,0,1,1,0,2,0,0,0.0,0
561,8,5,772.55,1,0,1,1,2,0,0,0.0,1
562,4,0,70.16,0,1,1,0,2,0,0,0.0,0
563,7,1,115.07,0,1,1,0,1,0,0,0.0,1
564,3,2,248.26,0,1,1,1,0,0,0,0.0,1
566,1,4,585.14,1,0,1,1,0,0,0,0.0,1
570,1,1,111.37,0,1,1,1,2,0,0,0.0,0
571,7,0,29.99,0,1,2,0,1,0,0,0.0,0
573,2,0,46.47,0,1,1,1,2,0,0,0.0,0
574,11,2,297.25,0,1,2,1,1,0,0,0.0,1
575,9,1,129.29,0,1,2,1,2,0,0,0.0,0
576,5,1,150.06,1,0,0,1,2,0,0,0.0,1
579,2,4,531.69,0,1,2,1,1,0,0,0.0,1
580,10,1,113.33,0,1,2,0,2,0,0,0.0,0
583,6,6,1292.1,1,0,1,1,2,0,0,0.0,1
584,11,2,272.89,1,0,1,1,2,0,0,0.0,1
585,4,2,302.86,0,1,1,1,1,0,0,0.0,1
589,9,0,76.72,1,0,1,0,1,0,0,0.0,0
594,3,3,367.27,0,1,1,1,1,0,0,0.0,0
595,8,0,29.99,1,0,2,1,2,0,0,0.0,0
597,10,1,189.02,0,1,0,1,1,0,0,0.0,1
599,4,0,85.64,1,0,1,1,2,0,0,0.0,1
601,8,2,346.57,1,0,2,1,2,0,0,0.0,0
602,7,4,729.01,0,1,0,1,1,0,0,0.0,0
605,5,6,1079.62,1,1,1,1,2,1,1,29.99,0
606,10,0,29.99,1,0,1,1,2,0,0,0.0,0
607,11,0,43.51,0,1,1,0,2,0,0,0.0,0
609,9,2,212.32,1,0,1,0,0,0,0,0.0,0
611,5,1,168.93,1,0,2,1,2,0,0,0.0,1
612,6,6,1462.5,1,0,2,1,1,0,0,0.0,1
613,1,4,544.98,1,0,2,1,2,0,0,0.0,0
614,11,2,322.87,0,1,0,0,1,0,0,0.0,1
616,1,0,50.62,1,0,2,0,2,0,0,0.0,0
617,1,5,806.91,1,1,1,1,0,1,0,0.0,1
618,5,2,291.17,1,0,1,0,0,0,0,0.0,0
619,6,3,447.01,0,1,2,1,2,0,0,0.0,1
620,5,5,777.95,1,0,1,1,2,0,0,0.0,0
621,9,1,174.11,1,0,1,0,1,1,0,0.0,1
623,4,2,305.76,0,1,1,0,1,0,0,0.0,0
624,8,0,29.99,0,1,1,0,1,1,0,0.0,0
625,8,2,256.83,0,1,2,1,2,0,0,0.0,0
626,7,3,462.7,0,1,1,1,0,0,0,0.0,0
627,7,3,489.49,1,0,0,1,2,1,0,0.0,0
628,1,3,352.99,1,0,2,0,2,0,0,0.0,1
629,3,0,54.79,1,0,1,0,1,0,0,0.0,1
630,9,0,29.99,0,1,1,0,1,0,0,0.0,0
631,5,0,54.14,0,1,1,1,2,0,0,0.0,1
632,3,1,104.0,0,1,2,0,1,0,0,0.0,1
633,2,2,231.27,0,1,2,1,1,0,0,0.0,0
635,9,1,189.33,1,0,2,1,1,0,0,0.0,0
636,1,3,368.01,0,1,2,0,2,0,0,0.0,0
637,1,2,331.21,1,0,0,1,1,0,0,0.0,0
640,8,0,90.62,1,0,2,0,1,0,0,0.0,0
641,7,0,29.99,1,0,1,0,1,0,0,0.0,1
643,1,4,539.96,0,1,1,1,2,0,0,0.0,1
644,3,0,43.0,1,0,2,0,1,0,0,0.0,0
645,10,1,145.73,0,1,2,1,1,0,0,0.0,0
646,3,0,80.86,1,0,0,1,1,0,0,0.0,0
647,9,4,646.2,1,0,2,1,1,0,0,0.0,1
648,1,4,585.22,1,0,2,1,1,0,0,0.0,1
650,7,0,78.57,1,0,2,1,2,0,0,0.0,1
651,1,4,735.63,1,0,0,1,1,0,0,0.0,1
652,9,1,162.44,1,0,2,0,2,0,0,0.0,1
654,10,0,29.99,1,0,2,0,2,0,0,0.0,1
655,9,1,179.43,0,1,2,0,2,0,0,0.0,1
657,9,0,34.72,0,1,1,1,1,0,0,0.0,0
658,1,0,61.08,0,1,0,0,2,1,1,70.85,1
659,1,0,92.29,0,1,0,1,1,1,0,0.0,0
661,2,1,189.02,0,1,2,1,1,0,0,0.0,0
664,9,1,127.38,1,0,1,0,2,1,0,0.0,1
666,9,0,29.99,0,1,2,1,2,0,0,0.0,0
667,1,0,70.17,1,0,1,0,2,0,0,0.0,0
668,11,2,262.78,1,0,2,1,1,0,0,0.0,1
669,10,1,138.83,1,0,2,0,1,0,0,0.0,0
670,6,4,505.48,1,1,1,1,1,0,0,0.0,0
671,11,0,92.28,0,1,1,1,2,0,0,0.0,1
674,2,1,152.95,0,1,1,0,2,0,0,0.0,0
675,5,3,427.17,1,1,2,0,2,0,0,0.0,0
676,1,1,163.58,0,1,2,0,2,1,0,0.0,1
677,1,0,75.83,1,0,1,0,1,1,0,0.0,0
678,11,1,184.17,1,0,1,0,1,0,0,0.0,1
679,10,3,466.25,0,1,2,0,1,0,0,0.0,0
680,7,1,151.91,0,1,1,1,2,0,0,0.0,1
